COMPANY 1	COMPANY 2	STREET	BUILDING	STREET2	POSTAL CODE	CITY DISTRICT	CITY	COUNTRY	CONTINENT	TELEPHONE 1	EMAIL 1	URL 1	ROOMS	STARS	GEO LATITUDE	GEO LONGITUDE
Hotel	Bad Schörgau	Putzen	24		39058	Sarntheim	Sarntal	Italy	Europe	+39-0471-623048	office@geniesserhotels.com	www.geniesserhotels.com	26	4	46.623975166800264	11.362561583518982
Gasthof	Zum Hirschen	Reineggweg	8		39058	Sarntheim	Sarntal	Italy	Europe	+39-0471-623116	gasthof.hirschen@rolmail.net		10	2	46.64201	11.357806
Boutique Hotel	Kircherhof	Reinswald	76		39058		Sarntal	Italy	Europe	+39-0471-625331	info@hotel-kircher.com	www.hotel-kircher.com	35	4S	46.68948281295228	11.416704654693604
Pension	Sonnenblick	Rohrer Leiten	12		39058		Sarntal	Italy	Europe	+39-0471-623206	info@sonnenblick.it	www.sonnenblick.it	10	2	46.64424	11.35542
Almhotel	Bergerhof	Unterreinswald	73		39058		Sarntal	Italy	Europe	+39-0471-625116	info@hotel-bergerhof.it	www.hotel-bergerhof.it	25	3	46.69102643884826	11.408864557743073
Ferienhaus	Berger	Unterreinswald	1/a		39058		Sarntal	Italy	Europe	+39-0471-625519	ferienhaus.berger@gmail.com	www.ferienhaus-berger.it	6		46.69011	11.40912
Homestay	Downtown Rooms	Laubengasse	21		39100		Bozen	Italy	Europe				4		46.499548070611574	11.354960828836056
Urlaub auf dem Bauernhof	Plattnerhof	Rafensteiner Weg	39		39100		Bozen	Italy	Europe	+39-0471-970268	info@gallorosso.it	www.roterhahn.it	2		46.52328	11.35383
Hotel	Grand Palace	Pils iela	12		1050		Riga	Latvia	Europe	+371-67044000	info@lhw.com	www.lhw.com	56	5	56.950223038949702	24.1029953956604
Resort	Aqua Fun Club	Route de L'Ourika	Km 18		40040		Ait Hamid	Morocco	Africa	+212-5244-87700	info@fti.de	www.fti.de	262	4	31.49557597360408	-7.912410646677017
Holiday Villa	10007						Hulhumale	Maldives	Asia				5	3	4.220555175787881	73.5462449491024
Hotel	Kruisherenhotel	Kruisherengang	19-23		6211 NW		Maastricht	Netherlands	Europe	+31-43-3292020	info@oostwegelcollection.nl	www.oostwegelcollection.nl	60	5	50.84880581138212	5.683678686618805
Castle Hotel	Château St. Gerlach	Joseph Corneli Allée	1		6301 KK		Valkenburg	Netherlands	Europe	+31-43-6088888	email@relaischateaux.com	www.relaischateaux.com	112	4	50.870003156474695	5.798504054546356
Château Hotel	WinselerHof	Tunnelweg	99		6372 XH		Landgraaf	Netherlands	Europe	+31-45-5464343	contact@slh.com	www.slh.com	49	4	50.872257770180894	6.029262542724609
Hotel	Lotte New York Palace	Madison Ave	455		10022-6809	Manhattan Midtown East / Central Park South	New York	United States	America	+1-800-6972522	info@newyorkpalace.com	www.nypalace.com	963	5	40.75796592215402	-73.9749189466238
Hotel	Adelphi	Broadway	365		12866-3111		Saratoga Springs	United States	America	+1-518-6786000	contact@slh.com	www.slh.com	32	4	43.080664	73.786248
Hotel	General Lewis Inn	Washington St E	301		24901-2539		Lewisburg	United States	America	+1-304-6452600	info@generallewisinn.com	www.generallewisinn.com	25	3	37.8083	-80.4407
Resort	Best Western Atlantic Beach	Collins Ave	4101		33140-3210		Miami Beach	United States	America	+1-305-6733337	customerservice@bestwestern.com	www.bestwestern.com			25.8198	-80.1337
Apartment	In Reunion Resort W113	Sunset View Cir S			34747		Kissimmee	United States	America				1		28.2763833	-81.592108
Resort	Maingate Lakeside	W Irlo Bronson Memorial Hwy	7769		34747-1727	Orlando	Kissimmee	United States	America	+1-407-9971106	sales@maingatelakesideresort.com	www.maingatelakesideresort.com	651	3	28.340697128572575	-81.59597262740135
Hotel	Aloft Birmingham Soho Square	29th Ave S	1903		35209	Homewood	Birmingham	United States	America	+1-205-8748055	look@marriott.com	www.marriott.com	111	3	33.47948114267323	-86.789227682209
Hotel	Microtel Inn Birmingham	Summit Pkwy	251		35209		Birmingham	United States	America	+1-205-9455550	hotelsales@wyndhamworldwide.com	www.wyndhamworldwide.com			33.4653	-86.8082
Extended Stay Hotel	Suburban Homewood, AL	Wildwood Cir N	500		35209-7212	Homewood	Birmingham	United States	America	+1-205-9430114	hotelhelp@choicehotels.com	www.choicehotels.com	127	3	33.46971668828878	-86.77561461925507
Hotel	Four Points by Sheraton Memphis-Southwind	Stansell Ct	4090		38125		Memphis	United States	America	+1-901-3093020	look@marriott.com	www.marriott.com	92	1S	35.0312	-89.8124
Hotel	Brown	W Broadway	335	675, S 4th St	40202		Louisville	United States	America	+1-502-5831234	info@1859historichotels.com	www.1859historichotels.com	293	4	38.246045299999999	-85.757671400000007
Transitional Living	Bissell Cottages	Bissell Ave	2130		94801		Richmond	United States	America	+1-510-2345082		www.ehsd.org			37.9339639	-122.3496693
Dinner, Bed & Breakfast	East Brother Light Station	Park Pl	117	"Boat Departure Location
1900 Stenmark Drive (former Western Drive),
Richmond, CA
GPS: 37.96427,-122.423812"	94801-3922		Point Richmond	United States	America	+1-510-2332385	info@ebls.org	www.ebls.org	5		37.96427	-122.423812
